BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor_number,total_floors
2,15000,1100,2,0,2,1,2,1,2
1,7500,500,2,0,1,1,1,1,2
3,25000,1260,2,0,0,1,3,0,2
3,54000,1750,1,0,1,1,3,2,4
1,14500,600,1,0,1,0,1,1,3
1,4500,450,2,0,1,1,1,0,3
2,10500,800,2,0,1,1,1,3,4
1,5500,400,2,0,2,1,1,0,2
2,16000,600,1,0,2,0,2,1,2
1,7000,400,2,0,2,1,1,0,2
2,12500,900,2,0,0,1,2,0,3
2,10000,1200,2,0,1,1,1,0,4
2,18000,1045,1,0,1,0,2,1,2
3,28000,1021,1,0,0,0,3,10,10
3,12000,1200,2,0,2,1,2,0,4
2,13000,1000,1,0,2,1,1,1,3
2,50000,1280,1,0,0,1,2,2,12
1,7000,450,1,0,1,1,1,1,2
2,30000,450,2,0,2,1,2,2,3
1,10000,600,2,0,1,1,2,3,4
2,15000,800,2,0,1,1,2,2,3
1,7500,500,2,0,2,1,1,2,4
3,45000,1680,2,0,1,1,3,7,19
3,65000,2000,1,0,1,0,3,23,40
1,12000,500,1,0,1,0,1,1,4
1,7000,500,1,0,1,0,1,2,2
1,9000,800,2,0,2,1,1,2,3
2,23000,1100,2,0,1,2,2,2,3
2,30000,1200,2,0,1,1,2,3,4
1,8000,500,1,0,2,1,1,2,3
2,16000,1155,2,0,1,2,2,3,4
1,7500,440,2,0,1,1,1,3,4
2,20000,1040,1,0,1,1,2,1,7
3,30000,1200,2,0,1,1,2,1,2
3,20000,1600,2,0,1,2,3,2,3
4,84000,3150,1,0,2,0,4,8,19
2,17000,1000,2,0,1,1,2,2,4
2,15000,1200,2,0,1,1,2,1,2
1,6000,400,2,0,1,1,1,4,5
2,16000,950,1,0,0,1,3,1,1
2,9500,530,1,0,1,1,1,1,3
1,8000,300,1,0,2,1,1,0,2
2,15000,1000,2,0,1,1,2,0,3
1,12000,450,2,0,2,1,1,3,3
1,10000,600,1,0,1,0,1,0,1
2,16000,1100,2,0,2,1,2,2,4
1,11000,400,2,0,2,1,1,1,4
2,11000,700,2,0,2,1,2,1,2
2,20000,1105,2,0,1,1,2,1,4
3,24000,1430,2,0,1,1,2,3,4
2,14500,850,2,0,1,1,2,2,4
1,4000,650,2,0,2,1,1,1,2
2,12000,1200,2,0,2,1,2,0,2
2,8500,600,2,0,2,1,2,1,3
1,9000,400,1,0,1,1,1,2,4
2,10500,1100,2,0,1,1,2,0,1
2,12000,900,2,0,2,0,2,1,5
3,32000,1300,2,0,1,1,2,2,4
2,15000,1000,2,0,1,1,3,0,1
3,21000,1000,1,0,0,1,3,1,2
2,12000,900,1,0,2,1,2,0,1
1,7000,800,1,0,2,1,1,1,1
2,15000,750,2,0,2,1,2,1,3
2,11400,1100,1,0,2,0,2,2,5
2,15000,1200,2,0,1,1,2,1,3
2,19000,1000,1,0,1,1,2,0,2
2,27000,1000,1,0,1,0,2,4,4
3,48000,2000,1,0,1,1,3,2,4
1,7000,550,2,0,1,1,1,1,3
2,15000,1130,2,0,2,2,2,0,4
2,10000,600,2,0,1,1,2,0,1
1,7000,100,1,0,1,1,1,1,2
2,9000,500,2,0,1,1,1,2,5
1,8000,600,2,0,2,1,1,0,3
2,35000,1200,1,0,1,0,2,1,5
2,16000,850,2,0,1,1,2,1,2
1,4500,600,2,0,2,1,1,1,4
2,16000,600,2,0,2,1,1,1,3
2,10000,700,2,0,1,1,1,1,4
1,8000,400,1,0,2,1,1,1,1
1,6000,400,2,0,1,1,1,3,4
2,13000,1000,1,0,2,1,2,1,2
2,10000,1200,2,0,1,1,2,0,4
3,55000,1603,1,0,1,1,3,6,17
3,15000,1200,2,0,1,2,3,0,2
1,12000,420,1,0,1,1,1,2,5
2,9000,1200,2,0,1,1,2,3,4
3,36000,1771,2,0,1,1,3,10,18
3,37000,1200,2,0,1,1,3,2,3
2,6000,700,2,0,2,1,1,1,2
1,17000,610,2,0,1,1,1,10,10
1,8000,800,2,0,2,1,1,3,4
1,7500,550,2,0,1,1,1,2,3
2,9500,750,2,0,1,1,1,1,4
2,13500,700,1,0,1,0,2,1,3
1,9000,600,1,0,1,1,1,2,2
1,7000,360,2,0,2,1,1,0,2
2,12000,800,2,0,2,1,2,2,4
4,100000,3700,1,0,1,1,5,18,22
2,12000,1200,2,0,2,1,2,1,3
1,8500,480,2,0,0,1,1,2,3
2,18000,1000,2,0,1,1,2,0,3
1,11000,800,2,0,1,2,1,0,3
3,18000,900,2,0,0,1,2,2,3
3,17000,1450,2,0,1,1,3,0,2
1,6500,400,2,0,2,1,1,0,3
2,11500,700,2,0,1,1,2,1,2
2,22000,1000,1,0,1,1,2,2,6
1,13000,450,1,0,0,1,1,3,3
3,20000,773,1,0,1,0,2,2,12
2,10000,1200,2,0,1,1,2,1,2
2,15000,1000,2,0,2,1,2,2,3
1,8000,150,2,0,2,1,1,2,3
2,12000,865,2,0,1,1,2,1,5
1,20000,600,2,0,1,1,1,1,4
2,20000,800,2,0,1,1,1,2,3
1,8000,200,2,0,1,1,1,0,4
1,11000,600,1,0,2,0,2,1,4
3,40000,1840,1,0,1,1,2,5,14
2,10000,800,2,0,1,1,2,2,4
3,30000,1600,1,0,1,2,2,2,4
2,8000,600,2,0,2,1,1,1,2
2,15000,1100,1,0,2,0,2,3,3
2,12000,950,2,0,1,1,2,1,2
2,12000,905,2,0,1,2,2,3,6
3,20000,1200,1,0,1,0,2,0,1
3,13000,1000,2,0,1,1,1,1,2
2,17500,1080,2,0,0,1,2,1,4
1,8000,600,2,0,1,1,1,0,4
2,8500,1000,2,0,1,1,2,0,3
1,7500,600,2,0,1,1,1,1,2
2,22000,1100,2,0,1,1,2,2,5
1,6000,300,2,0,2,1,1,0,2
2,32900,1200,1,0,0,1,1,3,6
2,15000,800,2,0,0,1,1,1,4
2,10000,535,2,0,2,1,1,3,4
2,10000,800,2,0,2,1,2,1,3
3,21000,1159,2,0,2,1,2,4,5
4,63000,2650,1,0,2,0,5,16,34
1,6900,50,1,0,1,0,1,0,4
2,14000,700,2,0,2,1,1,2,3
1,14500,550,2,0,1,0,1,4,5
1,6500,700,2,0,1,1,1,2,4
2,13000,600,2,0,2,1,2,1,5
2,8000,600,2,0,1,1,1,1,4
2,18000,1000,2,0,1,1,1,2,4
2,20000,1100,2,0,1,1,3,2,2
1,14000,750,1,0,1,1,1,3,4
4,50000,2900,2,0,0,1,4,5,7
2,14500,990,2,0,2,1,2,1,4
2,15000,1300,2,0,0,1,2,0,2
1,11500,550,1,0,1,1,1,2,3
3,15000,1360,2,0,1,1,2,5,9
2,12000,600,1,0,1,0,2,2,4
2,18000,1200,1,0,1,1,2,0,12
2,15000,1050,2,0,1,1,2,1,5
2,12000,840,2,0,1,1,2,2,4
2,25000,1050,2,0,1,1,2,1,5
1,10000,500,2,0,2,1,1,2,3
2,8000,900,2,0,1,1,1,1,3
2,40000,1300,1,0,1,1,2,2,4
2,12000,600,2,0,2,1,1,2,3
2,16000,900,1,0,1,1,1,3,5
2,23000,1100,1,0,1,1,2,2,5
2,25000,1100,1,0,1,1,2,2,10
1,7000,600,2,0,2,1,1,2,3
2,17500,1250,1,0,2,0,2,1,2
1,10000,415,1,0,1,1,1,3,3
3,39000,1200,2,0,0,1,3,1,4
3,22000,1200,1,0,2,0,2,4,4
2,18000,1000,2,0,1,2,2,2,4
2,23000,1300,2,0,0,1,2,3,4
2,20000,1150,1,0,2,1,2,2,4
1,10000,450,1,0,1,1,1,3,4
1,15000,600,1,0,1,1,1,5,5
2,17000,1000,2,0,1,1,2,3,4
3,56000,1900,1,0,2,0,3,6,16
3,43000,1700,1,0,1,1,3,3,4
2,25000,1100,1,0,1,1,2,2,5
1,9000,500,1,0,1,1,1,1,3
3,31000,1757,2,0,1,1,3,9,10
1,6000,300,2,0,1,1,1,0,2
1,5000,500,2,0,1,1,1,2,3
2,16000,1200,2,0,2,0,2,0,1
1,20000,800,1,0,1,2,1,0,5
3,28000,1281,2,0,1,1,3,2,4
2,18000,1450,1,0,1,1,2,0,2
1,12000,600,2,0,1,0,1,3,3
2,20000,980,2,0,0,2,2,3,4
3,25000,1500,2,0,1,0,3,1,7
3,35000,1800,2,0,1,1,3,1,1
1,7000,400,2,0,2,1,1,1,2
1,7500,600,1,0,2,0,1,0,2
2,14000,1100,1,0,1,1,2,0,2
2,20000,1100,1,0,1,0,2,1,5
2,21000,1100,1,0,2,1,2,2,5
2,15000,700,2,0,1,1,2,1,2
1,5500,600,1,0,2,0,1,1,2
2,10000,700,2,0,2,1,2,1,3
1,7000,250,2,0,1,1,1,1,4
2,11500,1200,2,0,1,1,1,2,3
3,22000,1450,2,0,1,1,3,0,4
2,19000,1221,1,0,2,0,2,2,5
2,15000,1250,2,0,1,1,2,1,4
2,10500,700,1,0,1,2,1,0,2
2,12000,700,1,0,1,1,2,1,2
1,7000,200,2,0,1,1,1,2,3
2,15000,1200,1,0,1,1,2,0,1
2,23000,600,2,0,1,1,2,3,5
1,6500,600,2,0,1,1,1,3,5
3,29000,1800,1,0,1,1,3,3,4
2,12000,900,1,0,2,1,2,0,2
2,10000,1000,2,0,1,0,2,2,2
2,12500,500,1,0,1,1,2,1,2
3,32000,1800,2,0,1,1,3,1,4
1,8000,416,2,0,2,1,1,19,20
2,10500,600,2,0,1,1,1,3,5
1,6000,400,2,0,2,1,1,1,3
3,16000,1200,2,0,1,1,2,2,3
3,45000,1600,1,0,1,1,3,1,4
1,6000,500,2,0,1,1,1,0,2
1,5000,500,2,0,1,2,1,1,4
3,14000,1800,2,0,1,1,3,5,7
2,20000,900,1,0,0,1,2,0,12
1,11000,550,1,0,1,1,1,3,4
1,5500,600,2,0,2,0,1,1,2
3,55000,1800,1,0,2,0,3,1,4
2,15000,976,2,0,1,1,1,1,3
1,8500,350,2,0,1,1,1,2,3
2,15000,1100,1,0,1,1,2,0,2
2,12000,500,2,0,2,1,1,2,3
1,7500,600,1,0,1,0,1,3,3
2,16000,1100,2,0,1,1,2,2,4
2,20000,1150,1,0,0,2,2,2,4
2,14500,850,2,0,1,1,2,0,3
1,6000,600,2,0,1,1,1,2,2
2,14000,900,1,0,1,0,2,4,5
1,7000,300,2,0,1,1,1,0,4
2,27500,1130,2,0,1,1,2,2,4
2,18000,1200,2,0,2,1,2,0,3
2,10000,1000,2,0,1,1,2,1,3
3,31000,1700,2,0,0,2,3,6,9
2,15000,1100,1,0,1,1,2,2,4
1,11000,300,2,0,1,1,1,0,4
1,4500,600,2,0,2,1,1,0,3
1,10000,1000,2,0,1,1,2,0,2
2,10000,1200,2,0,2,1,2,1,2
1,9000,500,2,0,1,1,1,0,3
2,16000,1050,2,0,1,1,2,1,3
1,5000,350,1,0,2,1,1,2,2
2,10000,1000,2,0,1,1,2,1,3
1,15000,600,1,0,1,1,1,3,5
1,3500,150,2,0,2,1,1,2,3
2,16000,1400,2,0,0,1,2,1,2
2,17000,1387,2,0,1,1,3,0,4
3,30000,1350,2,0,0,1,2,0,5
2,12000,1020,1,0,2,1,2,1,4
1,9000,600,1,0,1,1,1,2,4
1,6000,400,2,0,1,1,1,3,4
1,20000,550,1,0,1,0,1,2,5
3,30000,1400,1,0,0,1,2,2,4
2,20000,1050,1,0,1,1,2,5,5
2,15000,800,2,0,2,1,2,1,5
2,20000,1100,2,0,2,1,2,1,3
3,25000,1500,2,0,1,1,2,0,3
1,9000,800,1,0,1,1,1,2,3
2,17000,800,1,0,1,0,1,0,4
2,16500,1200,2,0,1,1,2,2,3
1,7000,450,2,0,2,1,1,2,4
3,30000,1425,2,0,1,1,2,0,5
2,8500,720,2,0,1,1,2,1,4
1,8000,700,1,0,1,1,1,2,3
2,20000,1100,2,0,1,1,2,2,3
3,30000,1645,1,0,1,1,3,6,12
1,7000,500,2,0,2,1,1,2,3
2,10000,600,2,0,0,1,2,4,5
1,5000,600,2,0,1,1,1,1,3
3,30000,1893,2,0,1,0,4,0,18
1,6500,450,2,0,2,0,1,1,4
1,10000,650,1,0,1,0,1,4,4
1,18000,400,1,0,2,0,1,0,3
2,30000,1296,1,0,1,1,2,9,22
2,20000,1000,1,0,1,0,2,4,5
1,16500,600,1,0,2,0,1,4,5
1,15000,600,2,0,0,1,1,3,3
2,15000,1000,2,0,1,1,1,0,2
1,70000,800,1,0,2,0,1,1,3
1,22000,455,1,0,1,1,1,2,5
2,9750,575,1,0,1,0,2,0,2
2,23000,1066,2,0,2,1,2,3,4
2,12000,850,2,0,1,1,1,3,4
3,60000,1550,1,0,1,1,3,2,5
2,11000,1000,2,0,1,1,2,2,4
2,12000,800,2,0,1,1,1,1,3
1,11000,450,1,0,1,1,1,1,4
2,19000,1350,1,0,1,1,2,1,2
2,10000,1350,2,0,1,1,2,1,1
1,7500,600,2,0,1,1,1,3,4
3,55000,2150,2,0,1,0,3,3,6
2,11000,1080,2,0,1,1,2,3,5
3,50000,1450,2,0,1,1,3,3,4
2,13500,700,2,0,2,1,2,2,3
2,16500,1200,2,0,1,1,2,2,4
1,7000,500,2,0,1,1,1,2,4
2,10000,850,2,0,1,1,1,2,3
1,7000,400,2,0,2,1,1,2,3
1,18000,800,2,0,0,1,1,0,2
1,11000,600,2,0,1,2,1,2,4
1,9000,450,2,0,2,1,1,2,3
3,60000,2080,1,0,1,2,3,2,5
2,12500,650,2,0,1,1,1,3,4
2,16000,1100,2,0,1,1,2,2,4
2,30000,1025,1,0,1,1,2,2,4
2,17000,1100,1,0,1,0,2,1,4
1,8000,350,2,0,2,1,1,2,3
2,16500,1050,2,0,0,1,2,0,2
2,13000,600,2,0,1,1,1,2,3
2,12000,800,2,0,1,2,2,1,1
2,17000,700,2,0,1,1,2,2,5
3,15000,750,2,0,1,1,2,1,2
3,35000,1600,2,0,1,1,3,20,25
2,13000,1180,1,0,1,2,2,1,3
2,12000,1400,2,0,1,1,2,2,4
1,10000,750,2,0,1,1,1,2,5
2,9000,580,1,0,1,0,1,0,3
1,6000,350,2,0,2,1,1,0,1
2,8900,1100,2,0,1,1,2,1,2
3,40000,1900,1,0,2,0,3,3,6
2,24000,1105,1,0,0,1,2,1,4
2,18500,1080,1,0,0,1,2,3,12
2,16000,1281,2,0,1,1,2,1,5
1,8000,600,2,0,1,1,1,0,3
2,15000,850,2,0,1,1,2,0,3
2,27000,1200,2,0,1,1,2,2,5
2,17000,900,2,0,0,1,2,4,5
3,50000,1250,1,0,1,1,3,3,5
2,14000,800,1,0,2,0,2,3,3
1,5000,500,2,0,2,1,1,0,3
2,8000,600,2,0,1,1,2,2,3
3,20000,904,2,0,0,1,2,1,5
2,15000,750,2,0,1,1,2,1,4
3,20000,1252,1,0,1,1,2,3,5
2,11000,1200,2,0,1,1,2,1,2
2,8500,440,2,0,0,1,2,2,4
3,22500,1600,1,0,1,1,3,2,4
2,15000,1200,2,0,0,1,2,3,4
2,11000,950,1,0,1,1,2,2,3
2,11000,800,2,0,2,1,2,0,4
2,9000,1000,1,0,1,1,1,1,3
2,15000,800,2,0,1,1,1,0,4
1,7000,400,2,0,1,1,1,0,2
1,5000,144,2,0,1,1,1,0,1
1,18000,600,2,0,0,1,1,2,4
3,45000,2200,1,0,1,0,3,2,4
2,21000,1005,1,0,1,1,3,2,5
2,10000,1200,2,0,1,1,2,0,1
2,15000,1180,2,0,1,2,2,0,5
2,11000,900,2,0,1,1,2,2,3
1,7500,500,1,0,1,1,1,1,2
3,22000,1100,1,0,1,2,2,2,4
2,17000,1100,2,0,1,1,2,1,3
1,6000,400,2,0,1,1,1,3,4
2,20000,1250,2,0,1,2,2,3,4
2,18000,600,2,0,2,1,2,0,2
2,13000,780,1,0,1,1,1,1,3
2,38000,1274,1,0,1,1,2,9,32
2,36000,1200,1,0,0,1,2,1,4
1,7500,400,2,0,2,1,1,3,4
1,9000,500,2,0,2,1,1,0,4
3,18000,1100,1,0,1,0,3,11,18
1,6500,700,2,0,2,0,1,1,4
2,6000,600,2,0,1,1,1,2,3
2,18000,1200,1,0,1,1,2,3,10
2,12000,900,2,0,1,1,2,2,4
3,75000,1850,1,0,1,0,3,6,11
2,25000,900,2,0,2,2,2,0,1
2,20000,1050,2,0,1,1,2,2,4
2,8000,1200,2,0,1,1,2,2,3
2,11000,600,2,0,2,1,2,2,4
3,65000,1480,1,0,0,2,2,7,14
1,6000,400,2,0,1,1,1,4,5
1,11000,600,2,0,1,1,1,0,3
2,20000,1100,2,0,2,1,2,1,5
1,5500,600,2,0,2,1,1,0,3
3,12000,1100,2,0,1,1,3,6,7
3,21500,1320,2,0,1,1,2,3,4
2,9300,500,2,0,2,1,1,2,4
1,6000,600,2,0,2,1,1,0,2
2,13000,650,2,0,2,1,1,1,4
1,7000,300,1,0,2,1,1,3,3
2,14000,1000,2,0,2,1,2,1,4
2,14000,1200,2,0,1,1,2,0,3
1,6000,650,2,0,1,1,1,2,6
1,12500,600,2,0,2,1,1,1,1
1,7000,400,1,0,1,0,1,2,7
2,13000,1000,2,0,0,1,2,2,3
2,20000,1100,1,0,1,1,2,2,3
2,24000,1300,2,0,2,0,2,2,3
1,6000,600,2,0,2,1,1,3,3
2,15000,800,2,0,1,1,2,1,6
2,20000,1115,2,0,0,1,2,2,4
2,17000,1060,1,0,2,0,2,1,5
3,35000,1278,2,0,1,1,2,3,7
3,22000,1500,2,0,1,1,3,2,4
2,18000,1000,1,0,1,0,2,2,3
2,10000,800,2,0,1,1,2,0,5
2,8000,500,2,0,1,1,1,1,3
2,9500,700,2,0,1,1,1,0,4
2,9000,1055,1,0,1,0,2,0,1
3,31000,1325,1,0,1,1,2,1,10
2,14000,950,2,0,2,1,2,2,4
1,7000,450,1,0,1,1,1,0,4
3,24000,1200,2,0,1,1,2,1,3
1,8000,400,1,0,1,1,1,2,3
1,22000,400,2,0,1,1,1,0,3
2,12000,600,2,0,1,1,2,0,2
1,5000,500,2,0,2,1,1,1,2
1,6000,400,2,0,2,1,1,3,4
2,30000,1100,2,0,0,1,2,2,5
2,12000,650,2,0,1,1,2,2,4
2,15000,600,2,0,1,1,2,2,3
2,14000,800,2,0,0,1,2,1,3
1,22000,460,1,0,1,1,1,3,5
2,40000,1380,1,0,1,1,2,2,9
1,12000,500,2,0,1,1,1,1,3
2,15000,825,2,0,2,1,2,0,2
2,9500,700,2,0,1,1,2,2,6
2,15000,1110,1,0,2,0,2,1,2
2,15000,800,2,0,1,1,2,2,4
2,10000,810,2,0,1,1,1,0,2
4,15000,1150,2,0,1,1,3,0,3
1,7000,700,2,0,1,1,1,3,4
1,10000,300,2,0,2,1,1,2,3
3,26969,1400,2,0,1,1,3,4,14
1,8000,450,1,0,2,0,1,2,3
3,52000,1603,1,0,1,1,3,26,32
3,30000,1500,2,0,1,1,2,1,1
1,6500,200,2,0,1,0,1,4,4
3,22000,1500,2,0,0,1,3,0,5
1,10000,600,2,0,1,1,1,1,3
1,6000,150,2,0,0,1,1,3,4
2,13000,750,2,0,1,1,2,0,4
2,18000,1300,2,0,1,1,2,0,4
4,30000,1900,2,0,2,1,3,3,5
2,10000,300,1,0,1,1,2,0,4
1,15000,700,2,0,1,1,2,2,4
2,70000,1325,1,0,1,2,2,12,16
2,19000,894,1,0,2,0,2,3,4
2,20000,1100,2,0,1,1,2,3,4
2,9000,600,2,0,2,1,2,1,4
1,5000,500,2,0,0,1,1,0,2
2,27500,1000,1,0,0,1,2,4,4
2,16000,850,2,0,1,1,2,0,3
1,12000,400,1,0,1,1,1,3,3
3,75000,2400,1,0,1,1,4,5,14
2,20000,1200,2,0,1,1,2,0,4
1,7000,500,2,0,2,1,1,1,2
1,11000,550,2,0,1,1,1,0,2
1,13500,450,1,0,1,0,1,0,4
1,17000,430,2,0,1,1,1,4,5
3,55000,2430,2,0,1,1,3,4,5
1,13000,500,2,0,0,1,2,4,5
2,11000,600,2,0,1,1,1,2,5
2,16000,805,1,0,0,1,2,5,6
2,23500,950,2,0,1,1,2,6,8
2,8500,1000,1,0,2,0,2,1,1
3,30000,1350,2,0,0,1,3,14,14
3,22000,1500,1,0,0,1,2,2,4
2,15000,1000,1,0,2,0,2,1,3
3,15000,800,2,0,1,1,3,0,3
2,10000,1000,1,0,2,0,1,0,2
2,12500,800,2,0,0,1,2,2,3
3,24000,1550,1,0,1,0,3,1,2
2,32000,1000,2,0,2,1,2,1,5
2,19000,800,2,0,2,1,2,1,4
1,9000,700,2,0,0,1,1,0,4
2,5500,500,2,0,0,1,2,7,10
1,15000,500,1,0,1,1,1,2,3
2,14000,900,2,0,1,1,2,1,4
3,27000,1200,2,0,2,0,2,2,3
2,14000,1000,2,0,1,1,2,1,2
3,43000,1680,1,0,2,0,3,4,9
2,30000,1100,1,0,1,0,2,2,5
2,50000,1200,1,0,0,0,1,1,5
1,15000,900,1,0,1,1,2,1,3
3,25000,1600,1,0,1,0,3,3,4
2,25500,1475,1,0,0,1,2,4,9
1,6000,300,2,0,2,1,1,1,2
1,5000,400,2,0,2,1,1,1,2
1,10000,550,2,0,1,2,1,1,4
1,15000,400,2,0,2,1,1,1,5
1,5000,500,2,0,2,2,1,1,2
3,17000,1200,2,0,2,1,3,2,2
2,14000,1300,2,0,1,1,2,2,4
3,35000,2100,2,0,0,1,3,1,2
2,35000,800,1,0,1,1,1,9,10
2,16000,800,1,0,1,1,1,1,4
2,35000,1300,2,0,1,1,2,3,5
1,10000,400,1,0,1,1,1,2,2
2,12000,800,2,0,2,1,2,1,3
2,10500,1000,2,0,2,1,1,0,3
1,8000,400,2,0,1,1,1,1,5
2,15000,1100,1,0,1,0,2,0,5
2,25000,1200,1,0,1,1,2,4,4
2,9000,600,2,0,1,1,2,1,2
2,30000,1700,2,0,1,1,2,0,3
2,22000,846,1,0,1,1,2,2,4
2,14000,1100,2,0,2,1,2,1,3
2,12000,700,1,0,1,2,1,1,2
2,10000,110,1,0,2,1,2,1,1
3,25000,900,2,0,1,1,3,0,1
1,25000,420,1,0,1,0,1,17,18
2,16000,800,2,0,1,1,2,1,4
3,60000,1500,1,0,1,0,3,3,4
1,7000,900,2,0,1,1,1,3,4
3,21000,1600,2,0,1,1,3,1,4
1,19000,625,1,0,2,0,1,2,4
4,42500,1760,1,0,2,1,3,1,4
2,11000,600,2,0,0,0,1,0,3
2,18000,1200,2,0,1,1,2,3,4
1,4300,300,2,0,2,1,1,2,4
2,9000,900,2,0,0,2,1,2,4
1,7000,450,2,0,1,1,1,1,2
2,15000,1050,1,0,1,2,2,2,2
1,4800,580,2,0,1,1,1,0,1
2,15000,600,1,0,2,0,2,0,3
1,18000,550,1,0,1,1,1,3,6
2,22500,1115,2,0,1,1,2,1,4
1,9500,300,1,0,1,1,1,2,3
2,12000,1200,1,0,1,1,2,1,3
1,9000,900,1,0,1,0,1,3,5
3,25000,1400,2,0,1,1,3,1,7
1,9000,400,2,0,1,1,1,1,3
2,11000,900,2,0,1,1,1,3,4
1,12500,500,2,0,1,1,1,0,3
3,21000,1360,2,0,1,1,2,1,4
3,17681,1110,2,0,1,1,2,3,5
3,28000,2400,2,0,1,1,3,3,4
3,30000,1700,1,0,1,1,3,19,26
2,25000,980,2,0,0,1,2,17,19
2,13000,600,2,0,1,1,2,1,2
2,8000,200,1,0,0,1,2,2,2
3,35000,1300,1,0,1,1,2,3,4
1,8000,750,2,0,2,1,1,0,3
2,10000,850,2,0,2,1,2,2,4
1,11500,600,2,0,1,1,1,3,4
2,6000,660,2,0,2,0,1,2,3
2,11000,600,1,0,1,1,1,1,3
1,4000,250,2,0,2,1,1,2,3
2,14000,1200,2,0,2,1,2,0,2
2,24000,630,1,0,1,1,2,2,5
2,11000,840,2,0,1,1,1,1,3
2,10000,500,1,0,2,1,1,-1,1
3,62000,1680,1,0,1,0,3,4,15
2,12000,775,1,0,1,1,1,2,3
2,18000,1000,2,0,1,1,2,3,4
2,17500,900,2,0,1,1,2,0,2
1,6500,500,2,0,1,1,1,2,5
1,16000,550,1,0,1,1,1,2,5
3,30000,1250,1,0,1,0,3,15,18
2,28000,850,1,0,1,1,2,2,6
1,6500,150,2,0,1,1,1,1,2
1,9000,445,1,0,1,1,1,1,3
2,8500,500,1,0,1,1,2,2,3
2,20000,750,1,0,1,1,2,2,3
3,26000,2000,1,0,1,1,2,1,2
1,8000,500,2,0,1,1,1,1,3
1,8500,730,2,0,1,1,1,2,4
2,12500,750,2,0,1,1,2,1,4
1,8000,600,2,0,1,1,1,3,4
3,52000,2710,2,0,1,0,3,4,7
2,18000,1190,1,0,1,0,2,3,4
1,15000,435,1,0,1,1,1,2,5
2,12000,750,2,0,2,1,2,1,3
3,100000,1800,1,0,1,1,3,2,4
1,6000,1200,1,0,0,0,1,3,5
2,12000,600,2,0,1,1,1,2,3
1,6500,450,2,0,2,1,1,2,2
3,13500,1100,2,0,2,2,3,3,5
1,10000,700,2,0,2,0,1,1,1
2,8500,650,1,0,0,2,2,8,8
3,32000,1768,2,0,1,2,3,8,13
3,42000,1600,1,0,1,2,3,3,5
1,7500,400,2,0,1,1,1,2,4
2,16000,1200,2,0,1,1,2,1,4
1,5000,500,2,0,1,1,1,2,4
2,14000,700,2,0,2,1,2,1,2
4,60000,2500,2,0,1,2,4,1,2
1,8500,500,2,0,1,1,1,2,4
1,10000,500,1,0,1,1,1,0,3
1,8500,500,2,0,1,0,1,1,2
2,15000,1280,1,0,2,1,2,0,5
2,9500,200,1,0,1,1,1,0,2
2,25000,750,1,0,2,1,2,4,5
2,14000,900,2,0,1,1,2,2,3
3,20000,1200,2,0,1,1,2,0,2
1,10000,800,2,0,2,1,1,1,1
2,10000,500,1,0,2,0,1,2,4
2,13000,1000,2,0,1,1,2,0,3
2,13000,850,1,0,1,2,2,-1,1
2,24000,900,1,0,1,1,2,2,5
1,10000,600,2,0,1,1,1,3,4
1,8000,600,2,0,2,1,1,2,4
1,6000,600,2,0,2,1,1,1,4
3,21000,1250,2,0,1,1,2,0,1
3,25000,2000,2,0,1,1,3,1,1
2,8500,532,1,0,2,0,1,1,2
2,13000,1000,2,0,2,1,2,1,4
1,5000,150,2,0,2,1,1,2,3
1,7500,500,2,0,1,1,1,1,4
1,13900,600,1,0,1,1,1,1,4
2,15000,1100,1,0,0,0,2,3,3
3,30000,1500,1,0,1,1,3,4,4
2,13000,500,1,0,1,0,1,2,5
1,7700,600,1,0,1,1,1,1,2
2,25000,1200,2,0,2,1,1,5,12
2,17000,1100,2,0,1,1,2,1,4
3,39000,1550,1,0,1,1,3,1,13
2,18000,1050,1,0,1,1,2,1,3
1,15000,500,2,0,1,1,1,1,2
2,28000,1500,2,0,1,1,2,1,4
2,17500,1150,1,0,1,2,2,3,4
4,75000,2000,2,0,0,1,3,0,2
2,14000,110,1,0,1,1,1,1,2
1,9000,500,2,0,1,1,1,3,4
3,20000,1465,2,0,1,1,3,2,4
2,12000,940,1,0,1,1,2,2,5
2,12000,850,2,0,1,1,1,0,4
2,24000,990,1,0,0,1,2,14,30
2,12000,750,2,0,1,1,2,0,3
1,10000,500,2,0,1,1,1,2,3
3,24000,1430,2,0,1,1,2,2,3
1,9000,600,1,0,1,2,1,3,4
2,12000,900,1,0,1,1,1,1,2
2,11000,1100,2,0,1,1,2,0,2
2,15000,900,1,0,1,1,1,1,3
1,5500,600,2,0,1,1,1,2,3
2,18000,1000,1,0,1,2,2,0,4
2,42000,1150,1,0,0,0,2,2,4
2,18000,1250,2,0,1,1,2,1,4
2,15000,1000,2,0,1,1,2,1,4
1,6000,500,2,0,1,1,1,2,3
3,30000,2000,2,0,1,1,3,1,1
2,12000,850,2,0,1,1,2,0,2
2,10000,990,1,0,1,1,2,0,2
2,9500,850,1,0,1,0,1,1,2
2,16000,1000,2,0,1,1,2,4,5
2,9500,650,2,0,1,1,2,4,5
1,6500,400,1,0,1,1,1,2,2
2,13500,1000,1,0,1,1,2,2,2
